YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,WS10M_MAX,WS10M_MIN,,Date
2020,1,7,27.31,14.91,-260.75,1.05,8.06,3.27,,2020-01-07
2020,1,8,27,16.34,-262.49,1.07,9.17,4.46,,2020-01-08
2020,1,9,28.72,14.64,-259.07,0.11,8.26,3.45,,2020-01-09
2020,1,10,28.57,13.01,-257.6,0,5.65,2.23,,2020-01-10
2020,1,11,28.47,14.05,-258.74,0.21,3.76,1.06,,2020-01-11
2020,1,12,28.93,14.88,-259.1,0.16,4.31,1.31,,2020-01-12
2020,1,13,27.82,14.98,-260.31,1.08,7.02,2.23,,2020-01-13
2020,1,14,28.76,16.33,-260.73,1.84,6.16,1.98,,2020-01-14
2020,1,15,28.26,14.51,-259.41,0.58,8.3,2.68,,2020-01-15
2020,1,16,29.55,13.47,-257.06,0,9.23,2.98,,2020-01-16
2020,1,17,30.36,12.73,-255.52,0,7.35,1.76,,2020-01-17
2020,1,18,30.75,13.3,-255.7,0,4.88,1.05,,2020-01-18
2020,1,19,30.12,12.49,-255.52,0,5.12,1.98,,2020-01-19
2020,1,20,30.83,12.68,-255,0,5.97,2.83,,2020-01-20
2020,1,21,30.88,12.1,-254.37,0,5.39,0.44,,2020-01-21
2020,1,22,29.34,13.53,-257.34,0,5.8,0.63,,2020-01-22
2020,1,23,29.32,13.82,-257.64,0,5.07,1.83,,2020-01-23
2020,1,24,28.77,14.61,-258.98,0,5.05,1.66,,2020-01-24
2020,1,25,27.95,18.02,-263.22,0,7.03,1.95,,2020-01-25
2020,1,26,27.2,17.48,-263.42,1.38,9.28,2.38,,2020-01-26
2020,1,27,26.73,17.13,-263.56,3.41,9.93,2.52,,2020-01-27
2020,1,28,27.42,16.62,-262.35,6.1,7.91,2.76,,2020-01-28
2020,1,29,27.22,16.3,-262.24,9.77,6.85,1.01,,2020-01-29
2020,1,30,28.8,16.49,-260.85,3.7,7.38,2.41,,2020-01-30
2020,1,31,28.77,15.7,-260.08,0.16,5.06,1.62,,2020-01-31
2020,2,1,24.31,16.55,-265.39,7.28,4.34,1.28,,2020-02-01
2020,2,2,27.22,16.37,-262.3,2.85,4.83,1.93,,2020-02-02
2020,2,3,28.3,15.58,-260.42,1.76,6.6,1.98,,2020-02-03
2020,2,4,25.99,15.82,-262.98,0.77,6.52,2.22,,2020-02-04
2020,2,5,28.87,15.7,-259.98,0.05,5.16,2.44,,2020-02-05
2020,2,6,29.3,14.94,-258.79,0,6.75,3.09,,2020-02-06
2020,2,7,30.52,14.64,-257.26,0,8.48,3.77,,2020-02-07
2020,2,8,30.89,14.51,-256.76,0,9.27,4.3,,2020-02-08
2020,2,9,30.92,13.91,-256.14,0,9.23,3.88,,2020-02-09
2020,2,10,31.41,14.15,-255.88,0,8.88,3.2,,2020-02-10
2020,2,11,31.47,15.73,-257.41,0.03,3.98,1.94,,2020-02-11
2020,2,12,29.3,16.7,-260.54,1.59,6.2,1.59,,2020-02-12
2020,2,13,28.71,16.48,-260.92,2.18,9.16,3.22,,2020-02-13
2020,2,14,29.72,14.68,-258.11,0.01,12.2,4.11,,2020-02-14
2020,2,15,29.23,15.3,-259.22,0.8,10.96,5.09,,2020-02-15
2020,2,16,31.29,15.59,-257.45,0.1,9.84,4.27,,2020-02-16
2020,2,17,30.91,16.5,-258.74,0.35,8.09,3.68,,2020-02-17
2020,2,18,30.87,16.9,-259.18,0.4,7.57,4.05,,2020-02-18
2020,2,19,32.13,15.94,-256.95,0,8.13,4.2,,2020-02-19
2020,2,20,32.75,15.7,-256.1,0.04,7.67,3.52,,2020-02-20
2020,2,21,31.87,17.37,-258.65,0.75,9.03,4.77,,2020-02-21
2020,2,22,31.75,17.09,-258.5,0.05,10.29,4.99,,2020-02-22
2020,2,23,32.27,15.61,-256.49,0,9.88,4.94,,2020-02-23
2020,2,24,32.17,14.56,-255.54,0.01,10.57,3.49,,2020-02-24
2020,2,25,32.68,18.43,-258.91,0.02,6.23,2.21,,2020-02-25
2020,2,26,29.56,19.51,-263.1,0.08,7.34,1.63,,2020-02-26
2020,2,27,32.62,17.58,-258.11,0.05,9.09,2.9,,2020-02-27
2020,2,28,33.04,17.13,-257.25,0,9.09,3.7,,2020-02-28
2020,2,29,33.55,18.95,-258.56,0,5.57,2.27,,2020-02-29
2020,3,1,34.54,18.48,-257.1,0,5.3,1.87,,2020-03-01
2020,3,2,33.92,18.8,-258.02,0.05,4.46,1.15,,2020-03-02
2020,3,3,34.31,19.58,-258.42,0.44,6.78,1.05,,2020-03-03
2020,3,4,32.33,19.78,-260.6,0.71,7.07,2.25,,2020-03-04
2020,3,5,31.52,18.9,-260.53,2.25,4.42,1.31,,2020-03-05
2020,3,6,31.16,18.78,-260.77,0.09,4.16,0.38,,2020-03-06
2020,3,7,30.81,19.42,-261.76,0.52,4.45,1.22,,2020-03-07
2020,3,8,31,19.62,-261.77,0.9,7.33,3.37,,2020-03-08
2020,3,9,30.43,19.17,-261.89,1.31,6.33,2.24,,2020-03-09
2020,3,10,31.33,19.12,-260.93,1,7.31,3.11,,2020-03-10
2020,3,11,28.9,18.65,-262.9,6.92,7.61,3.95,,2020-03-11
2020,3,12,30.47,17.24,-259.92,0.18,8.83,3.88,,2020-03-12
2020,3,13,32.88,16.45,-256.72,0,7.59,3.4,,2020-03-13
2020,3,14,31.7,17.74,-259.19,0.09,7.51,2.62,,2020-03-14
2020,3,15,32.58,18.86,-259.42,1.16,6.12,2.85,,2020-03-15
2020,3,16,32.03,18.52,-259.64,2.08,7.7,2.71,,2020-03-16
2020,3,17,32.62,18.32,-258.85,0.37,8.36,1.86,,2020-03-17
2020,3,18,30.39,18.1,-260.86,1.77,6.64,2.88,,2020-03-18
2020,3,19,32.57,16.78,-257.35,0.84,7.95,3.2,,2020-03-19
2020,3,20,29.83,17.85,-261.17,1.56,6.41,3.09,,2020-03-20
2020,3,21,29.28,17.68,-261.56,1.86,8.52,3.95,,2020-03-21
2020,3,22,30.05,17.09,-260.2,5.41,6.61,1.78,,2020-03-22
2020,3,23,28.23,17.85,-262.77,2,3.26,0.08,,2020-03-23
2020,3,24,29.56,17.46,-261.05,9.3,5.43,1.02,,2020-03-24
2020,3,25,25.55,17.94,-265.54,10,4.52,0.71,,2020-03-25
2020,3,26,28.15,16.91,-261.92,20,4.09,0.36,,2020-03-26
2020,3,27,28.66,16.64,-261.13,2.4,6.94,1.82,,2020-03-27
2020,3,28,30.37,15.65,-258.43,4.57,6.66,2.52,,2020-03-28
2020,3,29,28.99,17.15,-261.31,2.96,6.29,2.35,,2020-03-29
2020,3,30,28.37,18.24,-263.02,1.57,5.61,2.48,,2020-03-30
2020,3,31,27.14,17.74,-263.75,1.37,6.69,2.85,,2020-03-31
2020,4,1,30.05,17.59,-260.69,0.54,8.88,4.17,,2020-04-01
2020,4,2,30.24,17.14,-260.05,0.32,8.29,4,,2020-04-02
2020,4,3,29.62,16.76,-260.29,0.37,8.28,3.98,,2020-04-03
2020,4,4,30.93,15.75,-257.97,0.12,8.6,4.06,,2020-04-04
2020,4,5,30.55,16.08,-258.68,0.05,10.3,4.8,,2020-04-05
2020,4,6,30.93,16.16,-258.38,0.01,9.76,3.97,,2020-04-06
2020,4,7,31.19,16.87,-258.83,0.01,9.5,3.77,,2020-04-07
2020,4,8,31.11,16.76,-258.81,0.02,8.79,4.86,,2020-04-08
2020,4,9,31.13,16.82,-258.84,0.11,8.02,4.41,,2020-04-09
2020,4,10,30.75,17.15,-259.56,0.33,7.84,2.84,,2020-04-10
2020,4,11,31.03,17.34,-259.46,0.47,6.27,3.05,,2020-04-11
2020,4,12,31.71,17.4,-258.84,0.21,6.7,3.21,,2020-04-12
2020,4,13,30.53,18.51,-261.13,2.51,7.37,2.21,,2020-04-13
2020,4,14,30.76,17.83,-260.22,1.51,5.23,1.6,,2020-04-14
2020,4,15,26.92,17.29,-263.51,2.42,5.31,1.32,,2020-04-15
2020,4,16,27.76,18.4,-263.79,3.58,3.74,1.83,,2020-04-16
2020,4,17,28.1,16.9,-261.95,4.73,4.34,1.73,,2020-04-17
2020,4,18,28.51,17.47,-262.12,17.44,3.51,1.12,,2020-04-18
2020,4,19,23.46,17.96,-267.64,40.51,3.31,0.62,,2020-04-19
2020,4,20,23.49,16.65,-266.31,19.92,2.99,0.46,,2020-04-20
2020,4,21,21.69,16.33,-267.79,18.41,2.2,0.45,,2020-04-21
2020,4,22,23.41,16.37,-266.11,71.41,4.01,1.6,,2020-04-22
2020,4,23,24.36,16.41,-265.2,26.87,6.09,2.54,,2020-04-23
2020,4,24,24.29,16.87,-265.74,11.76,5.23,2.34,,2020-04-24
2020,4,25,24.43,16.42,-265.14,14.6,5.42,2.23,,2020-04-25
2020,4,26,23.83,16.51,-265.84,17.8,4.2,2.08,,2020-04-26
2020,4,27,24.17,16.65,-265.63,10.46,5.48,2.55,,2020-04-27
2020,4,28,24.69,16.94,-265.4,15.41,5.62,2.31,,2020-04-28
2020,4,29,25.56,16.03,-263.62,11.73,3.48,1.67,,2020-04-29
2020,4,30,22.77,17.26,-267.64,22.5,3.65,1.75,,2020-04-30
2020,5,1,24.46,16.12,-264.81,2.63,4.4,1.84,,2020-05-01
2020,5,2,24.39,16.21,-264.97,4.68,4.78,1.77,,2020-05-02
2020,5,3,24,16.12,-265.27,19.63,4.52,1.7,,2020-05-03
2020,5,4,24.35,16.33,-265.13,15.24,2.69,1.55,,2020-05-04
2020,5,5,25.1,15.82,-263.86,3.23,4.05,1.88,,2020-05-05
2020,5,6,24.87,16.61,-264.89,6.23,4.89,2.28,,2020-05-06
2020,5,7,24.11,16.63,-265.67,8.3,5.2,3.77,,2020-05-07
2020,5,8,24.82,15,-263.33,8.16,4.39,2.23,,2020-05-08
2020,5,9,24.98,16.55,-264.72,25.23,5.55,2.46,,2020-05-09
2020,5,10,24.76,17.29,-265.67,9.41,5.23,2.62,,2020-05-10
2020,5,11,24.62,15.66,-264.2,2.29,5.85,2.31,,2020-05-11
2020,5,12,25.08,16.87,-264.95,1.54,5.58,2.41,,2020-05-12
2020,5,13,25.23,16.65,-264.58,0.66,4.52,2.3,,2020-05-13
2020,5,14,24.35,16.39,-265.19,5.41,3.95,2.68,,2020-05-14
2020,5,15,24.59,16.98,-265.53,0.16,5.57,2.54,,2020-05-15
2020,5,16,24.59,16.54,-265.1,1.54,5.82,2.71,,2020-05-16
2020,5,17,24.77,14.42,-262.8,0.24,5.12,2.44,,2020-05-17
2020,5,18,24.94,15.21,-263.42,0.26,4.97,2.14,,2020-05-18
2020,5,19,25.61,13.82,-261.36,0.38,3.17,1.78,,2020-05-19
2020,5,20,24.85,14.43,-262.74,0.55,4.24,2.16,,2020-05-20
2020,5,21,24.66,15.1,-263.59,0.42,5.16,2.27,,2020-05-21
2020,5,22,24.2,15.83,-264.78,0.99,6.49,2.06,,2020-05-22
2020,5,23,24.63,13.62,-262.13,0.07,4.4,1.63,,2020-05-23
2020,5,24,25.09,14.84,-262.89,1.25,4.14,2.07,,2020-05-24
2020,5,25,24.48,14.72,-263.39,2.72,6.49,2.45,,2020-05-25
2020,5,26,24.76,16.4,-264.8,4.87,6.22,2.23,,2020-05-26
2020,5,27,24.74,16.62,-265.02,3.77,4.95,2.11,,2020-05-27
2020,5,28,24.41,15.65,-264.39,1.95,6.2,1.75,,2020-05-28
2020,5,29,23.26,16.95,-266.84,4.49,4.81,1.96,,2020-05-29
2020,5,30,24.35,15.79,-264.59,6.36,4.97,2.27,,2020-05-30
2020,5,31,24.61,13.73,-262.26,0.05,5.92,2.38,,2020-05-31
2020,6,1,24.58,15.9,-264.47,0.19,6.16,2.6,,2020-06-01
2020,6,2,24.04,16.44,-265.55,0.55,5.89,2.22,,2020-06-02
2020,6,3,22.83,15.89,-266.2,0.14,5.6,1.8,,2020-06-03
2020,6,4,23.23,15.77,-265.7,0.24,5.38,2,,2020-06-04
2020,6,5,24.05,14.62,-263.72,0.19,5.99,1.73,,2020-06-05
2020,6,6,24.34,14.56,-263.38,1.4,2.84,0.73,,2020-06-06
2020,6,7,23.21,15.44,-265.38,2.18,5.88,2.17,,2020-06-07
2020,6,8,21.09,16.06,-268.12,8.3,7.16,2.34,,2020-06-08
2020,6,9,23.33,15.22,-265.04,1.6,5.51,2.2,,2020-06-09
2020,6,10,23.64,14.03,-263.54,0.54,5.98,2.45,,2020-06-10
2020,6,11,24.65,14.01,-262.52,1.73,4.22,1.34,,2020-06-11
2020,6,12,22.19,15.02,-265.98,2.13,3.79,1.36,,2020-06-12
2020,6,13,22.53,15.09,-265.71,2.88,4.93,2.18,,2020-06-13
2020,6,14,23.61,14.82,-264.36,3.13,4.41,1.92,,2020-06-14
2020,6,15,23.51,14.42,-264.05,1.15,4.55,2.17,,2020-06-15
2020,6,16,23.9,14.1,-263.36,0.89,4.15,1.91,,2020-06-16
2020,6,17,23.34,13.88,-263.69,2.07,4.77,2.12,,2020-06-17
2020,6,18,22.98,12.23,-262.4,1.46,4.97,1.94,,2020-06-18
2020,6,19,24.5,14.26,-262.92,1.19,4.66,1.68,,2020-06-19
2020,6,20,23.05,15.26,-265.35,4.53,3.67,1.64,,2020-06-20
2020,6,21,23.69,15.12,-264.58,10.93,4.26,1.67,,2020-06-21
2020,6,22,23.44,14.85,-264.56,12.47,3.97,1.41,,2020-06-22
2020,6,23,23.85,15.77,-265.07,6.41,3.25,0.7,,2020-06-23
2020,6,24,23.58,15.34,-264.91,4.06,6.95,2.23,,2020-06-24
2020,6,25,23.99,15.45,-264.61,1.16,6.14,2.35,,2020-06-25
2020,6,26,24.4,13.14,-261.88,0.49,5.24,2.09,,2020-06-26
2020,6,27,23.78,14.87,-264.24,1.3,6.13,2.26,,2020-06-27
2020,6,28,24.51,13.07,-261.7,0.33,5.86,1.83,,2020-06-28
2020,6,29,24.62,13.83,-262.37,0.58,5.31,2.35,,2020-06-29
2020,6,30,25.03,13.58,-261.7,0.11,5.3,2.07,,2020-06-30
2020,7,1,23.94,14.92,-264.13,0.3,6.48,2.37,,2020-07-01
2020,7,2,23.88,13.76,-263.02,0.21,6.56,2.16,,2020-07-02
2020,7,3,24.28,14.03,-262.9,0.29,5.2,2.04,,2020-07-03
2020,7,4,24.35,13.63,-262.43,0.4,4.84,1.99,,2020-07-04
2020,7,5,22.44,14.01,-264.73,0.57,5.19,1.98,,2020-07-05
2020,7,6,24.02,14.48,-263.61,0.22,5.97,2.38,,2020-07-06
2020,7,7,23.88,12.3,-261.56,0.4,6.09,2.09,,2020-07-07
2020,7,8,22.48,14.41,-265.09,1.89,6.4,1.88,,2020-07-08
2020,7,9,24.81,14.86,-263.2,0.58,6.85,2.19,,2020-07-09
2020,7,10,26.15,14.3,-261.3,0.23,5.28,2.41,,2020-07-10
2020,7,11,26.12,14.19,-261.22,0.14,4.69,2.62,,2020-07-11
2020,7,12,23.58,13.44,-263.01,0.07,5.45,1.81,,2020-07-12
2020,7,13,25.08,13.44,-261.5,0.89,4.8,1.9,,2020-07-13
2020,7,14,23.73,14.2,-263.63,0.74,5.71,2.07,,2020-07-14
2020,7,15,25.38,14.92,-262.69,0.71,4.53,2.95,,2020-07-15
2020,7,16,25.08,13.8,-261.88,0.73,6.35,3.07,,2020-07-16
2020,7,17,24.03,13.64,-262.75,0.8,6.28,1.93,,2020-07-17
2020,7,18,22.36,12.4,-263.2,1.43,4.84,2.31,,2020-07-18
2020,7,19,22.33,12.88,-263.7,2.64,6.16,2.25,,2020-07-19
2020,7,20,23.99,13.15,-262.31,1.25,5.3,1.73,,2020-07-20
2020,7,21,24.36,12.91,-261.7,1.15,4.91,2.35,,2020-07-21
2020,7,22,23.94,13.61,-262.81,2,5.73,2.52,,2020-07-22
2020,7,23,22.81,13.73,-264.07,2.33,5.78,1.79,,2020-07-23
2020,7,24,23.55,14.44,-264.03,4.29,5.11,1.68,,2020-07-24
2020,7,25,21.8,13.69,-265.03,1.18,5,2.12,,2020-07-25
2020,7,26,22.99,13.48,-263.63,0.58,4.78,1.67,,2020-07-26
2020,7,27,24.55,13.89,-262.48,1.52,4.54,1.34,,2020-07-27
2020,7,28,23.44,14.65,-264.35,1.45,6.25,1.62,,2020-07-28
2020,7,29,25.33,14.69,-262.51,1.04,6.73,2.55,,2020-07-29
2020,7,30,26.26,13.1,-259.99,0.32,5.91,2.09,,2020-07-30
2020,7,31,27.28,14.62,-260.49,0.7,5.64,2.22,,2020-07-31
2020,8,1,26.71,15.46,-261.91,0.71,7.2,2.83,,2020-08-01
2020,8,2,25.21,14.44,-262.38,0.69,7.52,3.04,,2020-08-02
2020,8,3,24.9,13.3,-261.54,1.04,7.05,2.9,,2020-08-03
2020,8,4,21.9,13.83,-265.09,1.64,6.05,1.91,,2020-08-04
2020,8,5,25.25,13.86,-261.76,1,4.98,1.72,,2020-08-05
2020,8,6,27.01,14.67,-260.81,0.62,3.95,1.81,,2020-08-06
2020,8,7,25.36,15.71,-263.5,3.46,5.29,1.91,,2020-08-07
2020,8,8,22.23,14.69,-265.61,4.65,6,1.77,,2020-08-08
2020,8,9,23.62,13.36,-262.89,0.21,5.52,2.01,,2020-08-09
2020,8,10,26.93,13.48,-259.7,0.06,5.97,1.08,,2020-08-10
2020,8,11,23.9,15.52,-264.77,0.86,6.01,1.94,,2020-08-11
2020,8,12,23.54,14.9,-264.51,0.9,3.98,1.67,,2020-08-12
2020,8,13,26.9,14.26,-260.52,0.1,4.92,1.8,,2020-08-13
2020,8,14,24.85,15.81,-264.11,2.92,5.38,1.59,,2020-08-14
2020,8,15,25.76,15.3,-262.7,1.47,4.74,1.7,,2020-08-15
2020,8,16,27.26,14.58,-260.46,1.2,5.7,2.6,,2020-08-16
2020,8,17,27.68,14.08,-259.56,1.15,5.51,2.42,,2020-08-17
2020,8,18,26.43,15.62,-262.34,3.2,5.28,2.51,,2020-08-18
2020,8,19,26.23,15.26,-262.19,3.32,5.98,2.2,,2020-08-19
2020,8,20,27.12,14.91,-260.95,0.84,6.73,2.27,,2020-08-20
2020,8,21,27.72,14.9,-260.34,0.77,7.08,2.82,,2020-08-21
2020,8,22,26.17,14.58,-261.56,0.71,6.34,3.02,,2020-08-22
2020,8,23,25.73,14.65,-262.08,1.47,7.22,2.38,,2020-08-23
2020,8,24,26.42,15.12,-261.85,0.76,6.76,2.33,,2020-08-24
2020,8,25,27.4,14.3,-260.04,0.43,6.3,2.37,,2020-08-25
2020,8,26,27.92,15.13,-260.36,0.41,5.59,2.22,,2020-08-26
2020,8,27,28.58,15.08,-259.66,0.27,6.3,2.2,,2020-08-27
2020,8,28,27.78,15.56,-260.93,0.1,5.12,1.76,,2020-08-28
2020,8,29,27.55,14.9,-260.49,1.08,5.18,1.73,,2020-08-29
2020,8,30,28.36,14.86,-259.65,0.84,4.34,1.73,,2020-08-30
2020,8,31,28.3,14.9,-259.76,1.59,4.53,1.7,,2020-08-31
2020,9,1,27.65,14.98,-260.48,2.04,4.84,2.41,,2020-09-01
2020,9,2,28.03,13.57,-258.69,0.45,6.3,2.79,,2020-09-02
2020,9,3,29.45,11.81,-255.51,0.01,4.59,1.91,,2020-09-03
2020,9,4,28.26,13.9,-258.79,0.61,5.01,1.02,,2020-09-04
2020,9,5,23.4,15.36,-265.11,1.87,4.34,1.2,,2020-09-05
2020,9,6,26.6,15.58,-262.13,5.07,4.23,1.8,,2020-09-06
2020,9,7,26.02,15.04,-262.17,5.06,6.34,2.3,,2020-09-07
2020,9,8,25.99,14.26,-261.42,0.42,5.82,2.59,,2020-09-08
2020,9,9,27.16,13.66,-259.64,0.08,6.43,2.43,,2020-09-09
2020,9,10,29.19,12.76,-256.72,0.01,6.5,2.52,,2020-09-10
2020,9,11,29.09,14.19,-258.26,0.12,6.77,1.99,,2020-09-11
2020,9,12,27.61,14.86,-260.4,0.28,5.45,2.52,,2020-09-12
2020,9,13,28.03,15.31,-260.42,0.41,6.89,2.67,,2020-09-13
2020,9,14,30.15,14.09,-257.1,0.05,6.96,2.63,,2020-09-14
2020,9,15,29.7,16.54,-259.98,0.62,6.56,2.65,,2020-09-15
2020,9,16,30.94,14.73,-256.95,0.06,5.48,1.98,,2020-09-16
2020,9,17,31.26,15.69,-257.58,0.1,5.3,2.52,,2020-09-17
2020,9,18,31.63,15.4,-256.92,0.03,6.7,2.94,,2020-09-18
2020,9,19,29.65,15.93,-259.42,0.42,5.84,2,,2020-09-19
2020,9,20,28.03,16.16,-261.28,1.02,5.38,1.34,,2020-09-20
2020,9,21,29.54,15.64,-259.25,0.38,5.34,1.72,,2020-09-21
2020,9,22,27.12,16,-262.04,1.46,5.59,1.84,,2020-09-22
2020,9,23,24.82,15.88,-264.21,4.46,6.21,0.93,,2020-09-23
2020,9,24,27.1,16.34,-262.39,2.93,6.41,1.85,,2020-09-24
2020,9,25,27.92,16.36,-261.59,6.02,5.17,2.33,,2020-09-25
2020,9,26,24.79,15.79,-264.15,10.28,5.41,1.69,,2020-09-26
2020,9,27,27.95,15.94,-261.13,1.78,2.9,1.86,,2020-09-27
2020,9,28,28.62,15.72,-260.25,4.38,5.92,2.48,,2020-09-28
2020,9,29,28.63,15.91,-260.43,6.33,6.84,2.98,,2020-09-29
2020,9,30,27.51,16.08,-261.73,4.61,4.94,1.12,,2020-09-30
2020,10,1,28.62,15.03,-259.55,1.47,4.09,1.32,,2020-10-01
2020,10,2,28.41,15.62,-260.36,1.44,5.24,2.18,,2020-10-02
2020,10,3,27.53,16.24,-261.86,1.89,5.91,2.27,,2020-10-03
2020,10,4,26.54,14.61,-261.22,2.44,5.55,1.83,,2020-10-04
2020,10,5,28.82,14.35,-258.68,0.15,5.34,1.52,,2020-10-05
2020,10,6,27.17,16.37,-262.35,2.77,3.48,0.36,,2020-10-06
2020,10,7,28.19,16.92,-261.88,3.05,4.19,1.14,,2020-10-07
2020,10,8,28.44,15.64,-260.35,1.03,4.56,1.77,,2020-10-08
2020,10,9,28.95,15.52,-259.72,0.46,4.48,1.67,,2020-10-09
2020,10,10,26.48,16.93,-263.6,2.3,3.55,1.26,,2020-10-10
2020,10,11,26.59,16.72,-263.27,2.69,3.79,1,,2020-10-11
2020,10,12,27.12,16.44,-262.48,3.64,3.77,1.23,,2020-10-12
2020,10,13,22.12,16.38,-267.42,16.83,4.05,1.21,,2020-10-13
2020,10,14,23.46,15.06,-264.74,4.61,3.1,1.93,,2020-10-14
2020,10,15,24.79,15.9,-264.26,4.08,4.14,1.33,,2020-10-15
2020,10,16,24.97,16.27,-264.45,3.51,4.91,0.96,,2020-10-16
2020,10,17,21.89,16.31,-267.57,6.15,5.92,0.84,,2020-10-17
2020,10,18,24.87,15.48,-263.77,6.59,5.43,1.68,,2020-10-18
2020,10,19,23.88,15.52,-264.79,6.67,4.86,1.71,,2020-10-19
2020,10,20,25.44,16.08,-263.79,6.22,4.71,2.03,,2020-10-20
2020,10,21,26.74,15.65,-262.06,2,6.44,3.18,,2020-10-21
2020,10,22,24.43,16.4,-265.13,5.64,6.49,2.4,,2020-10-22
2020,10,23,27.24,16.2,-262.11,0.88,5.05,1.07,,2020-10-23
2020,10,24,25.29,16.66,-264.53,2.45,4.36,1.05,,2020-10-24
2020,10,25,24.96,16.69,-264.88,1.71,5.43,2.55,,2020-10-25
2020,10,26,26.64,16.16,-262.67,0.63,6.38,2.96,,2020-10-26
2020,10,27,27.33,16.35,-262.17,0.58,7.36,3.46,,2020-10-27
2020,10,28,27.16,15.56,-261.55,0.18,8.77,3.09,,2020-10-28
2020,10,29,26.43,14.13,-260.85,1.53,7.77,3.83,,2020-10-29
2020,10,30,25.73,15.74,-263.17,11.44,6.44,3.2,,2020-10-30
2020,10,31,25.57,15.18,-262.76,9.06,5.74,2.75,,2020-10-31
2020,11,1,25.8,15.91,-263.27,2.68,6.8,3.46,,2020-11-01
2020,11,2,26.08,15.2,-262.27,2.43,9.53,4.58,,2020-11-02
2020,11,3,26.67,15.33,-261.81,0.7,9.05,3.57,,2020-11-03
2020,11,4,26.75,15.23,-261.63,0.55,7.96,3.8,,2020-11-04
2020,11,5,27.12,16,-262.02,1.1,7.5,3.27,,2020-11-05
2020,11,6,27.33,16.05,-261.87,3.08,6.18,2.31,,2020-11-06
2020,11,7,23.19,16.8,-266.75,10.43,5.55,2.12,,2020-11-07
2020,11,8,26.15,16.12,-263.12,7.41,6.91,2.94,,2020-11-08
2020,11,9,26.39,15.83,-262.6,2.36,9.21,4.05,,2020-11-09
2020,11,10,26.51,12.87,-259.52,0.64,8.65,3.84,,2020-11-10
2020,11,11,26.24,14.94,-261.85,1.57,7.5,3.27,,2020-11-11
2020,11,12,26.58,15.48,-262.05,7.64,8.16,3.06,,2020-11-12
2020,11,13,26.16,15.2,-262.19,2.84,8.25,3.68,,2020-11-13
2020,11,14,27.03,14.58,-260.7,1.74,7.45,2.38,,2020-11-14
2020,11,15,27.31,14.76,-260.6,0.6,7.09,2.81,,2020-11-15
2020,11,16,27.51,13.37,-259,0.15,8.09,2.91,,2020-11-16
2020,11,17,28.05,12.94,-258.04,0.01,7.8,3.12,,2020-11-17
2020,11,18,28.12,12.43,-257.46,0,8.13,2.94,,2020-11-18
2020,11,19,28.69,13.4,-257.86,0,7.36,3.21,,2020-11-19
2020,11,20,28.9,12.9,-257.14,0,8.05,2.83,,2020-11-20
2020,11,21,29.14,13.36,-257.36,0,7.4,2.78,,2020-11-21
2020,11,22,28.47,13.4,-258.08,0.01,6.39,2.8,,2020-11-22
2020,11,23,28.7,13.48,-257.92,0.01,6,2.01,,2020-11-23
2020,11,24,29.34,14.11,-257.92,0.11,5.31,1.02,,2020-11-24
2020,11,25,29.01,15.9,-260.05,1.09,5.63,1.32,,2020-11-25
2020,11,26,28.9,16.46,-260.71,1.61,5.27,1.59,,2020-11-26
2020,11,27,27,17.37,-263.52,2.43,7.75,3.23,,2020-11-27
2020,11,28,29.37,16.77,-260.56,0.3,8.66,4.45,,2020-11-28
2020,11,29,27.98,14.69,-259.87,0.2,8.23,2.65,,2020-11-29
2020,11,30,29.04,13.16,-257.27,0.04,5.97,2.33,,2020-11-30
2020,12,1,28.48,14.02,-258.69,0.04,5.38,2.52,,2020-12-01
2020,12,2,28.12,14.07,-259.1,0.11,5.94,2.93,,2020-12-02
2020,12,3,27.64,15.08,-260.59,0.3,8.04,3.62,,2020-12-03
2020,12,4,28.63,13.75,-258.27,0.29,7.22,3.51,,2020-12-04
2020,12,5,29.45,13.96,-257.67,0.05,6.94,2.61,,2020-12-05
2020,12,6,28.87,14.57,-258.85,0.2,5.52,2.41,,2020-12-06
2020,12,7,27.87,16.02,-261.3,2.15,6.85,2.99,,2020-12-07
2020,12,8,29.15,14.57,-258.56,0.34,8.96,3.23,,2020-12-08
2020,12,9,29.12,13.43,-257.46,0,9.27,3.26,,2020-12-09
2020,12,10,29.58,11.4,-254.98,0,8.73,3.26,,2020-12-10
2020,12,11,29.8,11.69,-255.03,0,8.73,3.16,,2020-12-11
2020,12,12,28.99,11.94,-256.1,0,8.8,3.25,,2020-12-12
2020,12,13,28.82,12.07,-256.4,0,8.52,3.2,,2020-12-13
2020,12,14,29.49,12.18,-255.84,0,7.87,3.35,,2020-12-14
2020,12,15,29.38,10.84,-254.61,0,7.47,2.88,,2020-12-15
2020,12,16,30.19,10.79,-253.75,0,5.91,2.74,,2020-12-16
2020,12,17,29.57,11.41,-255,0,7.02,3.09,,2020-12-17
2020,12,18,30.49,12.2,-254.86,0,7.13,2.9,,2020-12-18
2020,12,19,29.84,13.23,-256.54,0.02,8.19,3.59,,2020-12-19
2020,12,20,28.59,14.75,-259.31,1.05,7.66,4.13,,2020-12-20
2020,12,21,28.39,15.95,-260.71,1.57,8.23,3.78,,2020-12-21
2020,12,22,29.11,14.16,-258.2,0.02,7.57,3.14,,2020-12-22
